 34.0  34.9  38.9  44.2  48.3  49.2  46.5  40.6  33.5  27.7  25.0  26.1  30.3  35.8  40.1  41.2  38.7  33.0  26.1  20.5  18.0  19.3  23.7  29.4  33.9  35.2  32.9  27.4  20.7  15.3  13.0  14.5  19.1  25.0  29.7  31.2  29.1  23.8  17.3  12.1  10.0  11.7  16.5  22.6  27.5  29.2  27.3  22.2  15.9  10.9   9.0  10.9  15.9  22.2  27.3  29.2  27.5  22.6  16.5  11.7  10.0  12.1  17.3  23.8  29.1  31.2  29.7  25.0  19.1  14.5  13.0  15.3  20.7  27.4  32.9  35.2  33.9  29.4  23.7  19.3  18.0  20.5  26.1  33.0  38.7  41.2  40.1  35.8  30.3  26.1  25.0  27.7  33.5  40.6  46.5  49.2  48.3  44.2  38.9  34.9  34.0 
 35.3  36.2  40.3  45.5  49.6  50.6  47.8  41.9  34.9  29.0  26.3  27.4  31.7  37.1  41.4  42.6  40.0  34.3  27.5  21.8  19.3  20.6  25.1  30.7  35.2  36.6  34.2  28.7  22.1  16.6  14.3  15.8  20.5  26.3  31.0  32.6  30.4  25.1  18.7  13.4  11.3  13.0  17.9  23.9  28.8  30.6  28.6  23.5  17.3  12.2  10.3  12.2  17.3  23.5  28.6  30.6  28.8  23.9  17.9  13.0  11.3  13.4  18.7  25.1  30.4  32.6  31.0  26.3  20.5  15.8  14.3  16.6  22.1  28.7  34.2  36.6  35.2  30.7  25.1  20.6  19.3  21.8  27.5  34.3  40.0  42.6  41.4  37.1  31.7  27.4  26.3  29.0  34.9  41.9  47.8  50.6  49.6  45.5  40.3  36.2  35.3 
 39.7  40.7  44.7  49.9  54.0  55.0  52.2  46.3  39.3  33.5  30.7  31.9  36.1  41.5  45.8  47.0  44.4  38.7  31.9  26.3  23.7  25.1  29.5  35.1  39.6  41.0  38.6  33.1  26.5  21.1  18.7  20.3  24.9  30.7  35.4  37.0  34.8  29.5  23.1  17.9  15.7  17.5  22.3  28.3  33.2  35.0  33.0  27.9  21.7  16.7  14.7  16.7  21.7  27.9  33.0  35.0  33.2  28.3  22.3  17.5  15.7  17.9  23.1  29.5  34.8  37.0  35.4  30.7  24.9  20.3  18.7  21.1  26.5  33.1  38.6  41.0  39.6  35.1  29.5  25.1  23.7  26.3  31.9  38.7  44.4  47.0  45.8  41.5  36.1  31.9  30.7  33.5  39.3  46.3  52.2  55.0  54.0  49.9  44.7  40.7  39.7 
 45.4  46.3  50.3  55.6  59.6  60.6  57.8  52.0  44.9  39.1  36.4  37.5  41.7  47.2  51.4  52.6  50.0  44.4  37.5  31.9  29.4  30.7  35.1  40.8  45.2  46.6  44.2  38.8  32.1  26.7  24.4  25.9  30.5  36.4  41.0  42.6  40.4  35.2  28.7  23.5  21.4  23.1  27.9  34.0  38.8  40.6  38.6  33.6  27.3  22.3  20.4  22.3  27.3  33.6  38.6  40.6  38.8  34.0  27.9  23.1  21.4  23.5  28.7  35.2  40.4  42.6  41.0  36.4  30.5  25.9  24.4  26.7  32.1  38.8  44.2  46.6  45.2  40.8  35.1  30.7  29.4  31.9  37.5  44.4  50.0  52.6  51.4  47.2  41.7  37.5  36.4  39.1  44.9  52.0  57.8  60.6  59.6  55.6  50.3  46.3  45.4 
 49.9  50.8  54.8  60.0  64.1  65.1  62.3  56.4  49.4  43.6  40.9  42.0  46.2  51.6  55.9  57.1  54.5  48.8  42.0  36.4  33.9  35.2  39.6  45.2  49.7  51.1  48.7  43.2  36.6  31.2  28.9  30.4  35.0  40.8  45.5  47.1  44.9  39.6  33.2  28.0  25.9  27.6  32.4  38.4  43.3  45.1  43.1  38.0  31.8  26.8  24.9  26.8  31.8  38.0  43.1  45.1  43.3  38.4  32.4  27.6  25.9  28.0  33.2  39.6  44.9  47.1  45.5  40.8  35.0  30.4  28.9  31.2  36.6  43.2  48.7  51.1  49.7  45.2  39.6  35.2  33.9  36.4  42.0  48.8  54.5  57.1  55.9  51.6  46.2  42.0  40.9  43.6  49.4  56.4  62.3  65.1  64.1  60.0  54.8  50.8  49.9 
 51.2  52.2  56.2  61.4  65.5  66.5  63.7  57.8  50.8  45.0  42.2  43.4  47.6  53.0  57.3  58.5  55.9  50.2  43.4  37.8  35.2  36.6  41.0  46.6  51.1  52.5  50.1  44.6  38.0  32.6  30.2  31.8  36.4  42.2  46.9  48.5  46.3  41.0  34.6  29.4  27.2  29.0  33.8  39.8  44.7  46.5  44.5  39.4  33.2  28.2  26.2  28.2  33.2  39.4  44.5  46.5  44.7  39.8  33.8  29.0  27.2  29.4  34.6  41.0  46.3  48.5  46.9  42.2  36.4  31.8  30.2  32.6  38.0  44.6  50.1  52.5  51.1  46.6  41.0  36.6  35.2  37.8  43.4  50.2  55.9  58.5  57.3  53.0  47.6  43.4  42.2  45.0  50.8  57.8  63.7  66.5  65.5  61.4  56.2  52.2  51.2 
 48.9  49.8  53.8  59.0  63.1  64.1  61.3  55.4  48.4  42.6  39.9  41.0  45.2  50.6  54.9  56.1  53.5  47.8  41.0  35.4  32.9  34.2  38.6  44.2  48.7  50.1  47.7  42.2  35.6  30.2  27.9  29.4  34.0  39.8  44.5  46.1  43.9  38.6  32.2  27.0  24.9  26.6  31.4  37.4  42.3  44.1  42.1  37.0  30.8  25.8  23.9  25.8  30.8  37.0  42.1  44.1  42.3  37.4  31.4  26.6  24.9  27.0  32.2  38.6  43.9  46.1  44.5  39.8  34.0  29.4  27.9  30.2  35.6  42.2  47.7  50.1  48.7  44.2  38.6  34.2  32.9  35.4  41.0  47.8  53.5  56.1  54.9  50.6  45.2  41.0  39.9  42.6  48.4  55.4  61.3  64.1  63.1  59.0  53.8  49.8  48.9 
 43.4  44.3  48.3  53.6  57.6  58.6  55.8  50.0  42.9  37.1  34.4  35.5  39.7  45.2  49.4  50.6  48.0  42.4  35.5  29.9  27.4  28.7  33.1  38.8  43.2  44.6  42.2  36.8  30.1  24.7  22.4  23.9  28.5  34.4  39.0  40.6  38.4  33.2  26.7  21.5  19.4  21.1  25.9  32.0  36.8  38.6  36.6  31.6  25.3  20.3  18.4  20.3  25.3  31.6  36.6  38.6  36.8  32.0  25.9  21.1  19.4  21.5  26.7  33.2  38.4  40.6  39.0  34.4  28.5  23.9  22.4  24.7  30.1  36.8  42.2  44.6  43.2  38.8  33.1  28.7  27.4  29.9  35.5  42.4  48.0  50.6  49.4  45.2  39.7  35.5  34.4  37.1  42.9  50.0  55.8  58.6  57.6  53.6  48.3  44.3  43.4 
 36.7  37.7  41.7  46.9  51.0  52.0  49.2  43.3  36.3  30.5  27.7  28.9  33.1  38.5  42.8  44.0  41.4  35.7  28.9  23.3  20.7  22.1  26.5  32.1  36.6  38.0  35.6  30.1  23.5  18.1  15.7  17.3  21.9  27.7  32.4  34.0  31.8  26.5  20.1  14.9  12.7  14.5  19.3  25.3  30.2  32.0  30.0  24.9  18.7  13.7  11.7  13.7  18.7  24.9  30.0  32.0  30.2  25.3  19.3  14.5  12.7  14.9  20.1  26.5  31.8  34.0  32.4  27.7  21.9  17.3  15.7  18.1  23.5  30.1  35.6  38.0  36.6  32.1  26.5  22.1  20.7  23.3  28.9  35.7  41.4  44.0  42.8  38.5  33.1  28.9  27.7  30.5  36.3  43.3  49.2  52.0  51.0  46.9  41.7  37.7  36.7 
 31.3  32.2  36.3  41.5  45.6  46.6  43.8  37.9  30.9  25.0  22.3  23.4  27.7  33.1  37.4  38.6  36.0  30.3  23.5  17.8  15.3  16.6  21.1  26.7  31.2  32.6  30.2  24.7  18.1  12.6  10.3  11.8  16.5  22.3  27.0  28.6  26.4  21.1  14.7   9.4   7.3   9.0  13.9  19.9  24.8  26.6  24.6  19.5  13.3   8.2   6.3   8.2  13.3  19.5  24.6  26.6  24.8  19.9  13.9   9.0   7.3   9.4  14.7  21.1  26.4  28.6  27.0  22.3  16.5  11.8  10.3  12.6  18.1  24.7  30.2  32.6  31.2  26.7  21.1  16.6  15.3  17.8  23.5  30.3  36.0  38.6  37.4  33.1  27.7  23.4  22.3  25.0  30.9  37.9  43.8  46.6  45.6  41.5  36.3  32.2  31.3 
 29.0  29.9  33.9  39.2  43.3  44.2  41.5  35.6  28.5  22.7  20.0  21.1  25.3  30.8  35.1  36.2  33.7  28.0  21.1  15.5  13.0  14.3  18.7  24.4  28.9  30.2  27.9  22.4  15.7  10.3   8.0   9.5  14.1  20.0  24.7  26.2  24.1  18.8  12.3   7.1   5.0   6.7  11.5  17.6  22.5  24.2  22.3  17.2  10.9   5.9   4.0   5.9  10.9  17.2  22.3  24.2  22.5  17.6  11.5   6.7   5.0   7.1  12.3  18.8  24.1  26.2  24.7  20.0  14.1   9.5   8.0  10.3  15.7  22.4  27.9  30.2  28.9  24.4  18.7  14.3  13.0  15.5  21.1  28.0  33.7  36.2  35.1  30.8  25.3  21.1  20.0  22.7  28.5  35.6  41.5  44.2  43.3  39.2  33.9  29.9  29.0 
 30.5  31.4  35.5  40.7  44.8  45.8  43.0  37.1  30.1  24.2  21.5  22.6  26.9  32.3  36.6  37.8  35.2  29.5  22.7  17.0  14.5  15.8  20.3  25.9  30.4  31.8  29.4  23.9  17.3  11.8   9.5  11.0  15.7  21.5  26.2  27.8  25.6  20.3  13.9   8.6   6.5   8.2  13.1  19.1  24.0  25.8  23.8  18.7  12.5   7.4   5.5   7.4  12.5  18.7  23.8  25.8  24.0  19.1  13.1   8.2   6.5   8.6  13.9  20.3  25.6  27.8  26.2  21.5  15.7  11.0   9.5  11.8  17.3  23.9  29.4  31.8  30.4  25.9  20.3  15.8  14.5  17.0  22.7  29.5  35.2  37.8  36.6  32.3  26.9  22.6  21.5  24.2  30.1  37.1  43.0  45.8  44.8  40.7  35.5  31.4  30.5 
 35.1  36.1  40.1  45.3  49.4  50.4  47.6  41.7  34.7  28.9  26.1  27.3  31.5  36.9  41.2  42.4  39.8  34.1  27.3  21.7  19.1  20.5  24.9  30.5  35.0  36.4  34.0  28.5  21.9  16.5  14.1  15.7  20.3  26.1  30.8  32.4  30.2  24.9  18.5  13.3  11.1  12.9  17.7  23.7  28.6  30.4  28.4  23.3  17.1  12.1  10.1  12.1  17.1  23.3  28.4  30.4  28.6  23.7  17.7  12.9  11.1  13.3  18.5  24.9  30.2  32.4  30.8  26.1  20.3  15.7  14.1  16.5  21.9  28.5  34.0  36.4  35.0  30.5  24.9  20.5  19.1  21.7  27.3  34.1  39.8  42.4  41.2  36.9  31.5  27.3  26.1  28.9  34.7  41.7  47.6  50.4  49.4  45.3  40.1  36.1  35.1 
 41.0  41.9  45.9  51.2  55.2  56.2  53.4  47.6  40.5  34.7  32.0  33.1  37.3  42.8  47.0  48.2  45.6  40.0  33.1  27.5  25.0  26.3  30.7  36.4  40.8  42.2  39.8  34.4  27.7  22.3  20.0  21.5  26.1  32.0  36.6  38.2  36.0  30.8  24.3  19.1  17.0  18.7  23.5  29.6  34.4  36.2  34.2  29.2  22.9  17.9  16.0  17.9  22.9  29.2  34.2  36.2  34.4  29.6  23.5  18.7  17.0  19.1  24.3  30.8  36.0  38.2  36.6  32.0  26.1  21.5  20.0  22.3  27.7  34.4  39.8  42.2  40.8  36.4  30.7  26.3  25.0  27.5  33.1  40.0  45.6  48.2  47.0  42.8  37.3  33.1  32.0  34.7  40.5  47.6  53.4  56.2  55.2  51.2  45.9  41.9  41.0 
